"Delivery Date","Hour Ending","Repeated Hour Flag","REGDN","REGUP","RRS","NSPIN","total_lmp"
2010-12-01 01:00:00,"1:00","N",9.01,6.88,6.88,3.89,23.475
2010-12-01 02:00:00,"2:00","N",5.5,5,5,3.19,21.4675
2010-12-01 03:00:00,"3:00","N",3,5,5,3.15,21.31125
2010-12-01 04:00:00,"4:00","N",3.6,4.5,4.5,3.13,22.35
2010-12-01 05:00:00,"5:00","N",4,4.5,4.5,3.09,24.3925
2010-12-01 06:00:00,"6:00","N",5.75,5.93,5.3,3.02,26.595
2010-12-01 07:00:00,"7:00","N",3,23.35,22.35,2.82,38.08125
2010-12-01 08:00:00,"8:00","N",3.89,17.7,17.7,2.87,31.08125
2010-12-01 09:00:00,"9:00","N",3,13.56,13.56,2.77,27.39
2010-12-01 10:00:00,"10:00","N",3.82,7.5,7.5,2.62,26.965
2010-12-01 11:00:00,"11:00","N",3,7.5,7.5,5.41,26.17875
2010-12-01 12:00:00,"12:00","N",5,5,5,5,23.34
2010-12-01 13:00:00,"13:00","N",4.5,5.31,5.31,5.31,21.73
2010-12-01 14:00:00,"14:00","N",5,6,6,5.31,21.2425
2010-12-01 15:00:00,"15:00","N",4,6,6,5.31,21.275
2010-12-01 16:00:00,"16:00","N",4,6,6,5.31,19.8625
2010-12-01 17:00:00,"17:00","N",4.25,7,7,5.31,20.24
2010-12-01 18:00:00,"18:00","N",5,10,10,5.41,25.2575
2010-12-01 19:00:00,"19:00","N",5.5,14.22,14.01,5.87,27.25
2010-12-01 20:00:00,"20:00","N",6.88,12,12,5.41,26.665
2010-12-01 21:00:00,"21:00","N",4.45,10,10,5.96,24.8825
2010-12-01 22:00:00,"22:00","N",3.69,5.31,5.31,5.31,21.50625
2010-12-01 23:00:00,"23:00","N",7.11,10,10,2.8,19.04625
2010-12-02 00:00:00,"24:00:00","N",5.5,5.59,5.59,2.93,16.49625
2010-12-02 01:00:00,"1:00","N",7.75,15,15,2.93,16.55625
2010-12-02 02:00:00,"2:00","N",7,9.5,9.5,2.98,16.9425
2010-12-02 03:00:00,"3:00","N",3.72,5.5,5.5,3.06,18.0225
2010-12-02 04:00:00,"4:00","N",3.94,5,5,3,17.40625
2010-12-02 05:00:00,"5:00","N",4,8.21,8.21,2.97,20.135
2010-12-02 06:00:00,"6:00","N",7,10.86,9.86,3.01,22.31875
2010-12-02 07:00:00,"7:00","N",4.2,31.07,26.99,2.47,27.48125
2010-12-02 08:00:00,"8:00","N",5.06,24.44,23.44,5.41,28.14375
2010-12-02 09:00:00,"9:00","N",4.28,19.23,19.23,6.11,27.52
2010-12-02 10:00:00,"10:00","N",4.85,15,15,5.83,28.0975
2010-12-02 11:00:00,"11:00","N",4,11.49,11.49,9.12,28.27375
2010-12-02 12:00:00,"12:00","N",4,10.9,7.9,7.9,26.61125
2010-12-02 13:00:00,"13:00","N",4,10.49,9.49,7.49,26.1075
2010-12-02 14:00:00,"14:00","N",4.6,8.41,7,5.41,25.58
2010-12-02 15:00:00,"15:00","N",2.5,5.41,5.41,5.41,25.85125
2010-12-02 16:00:00,"16:00","N",3.76,7.06,6.61,5.31,26.0475
