"Delivery Date","Hour Ending","Repeated Hour Flag","REGDN","REGUP","RRS","NSPIN","total_lmp"
2016-01-04 05:00:00,"05:00","N",3.11,2.25,2.25,0.85,17.3575
2016-01-04 06:00:00,"06:00","N",3.5,4.96,4.96,0.85,20.0158333333333
2016-01-04 07:00:00,"07:00","N",3.5,37.02,37.02,2.5,41.9625
2016-01-04 08:00:00,"08:00","N",1.21,16.08,16.09,10,24.7208333333333
2016-01-04 09:00:00,"09:00","N",1,6,6.39,5,22.5825
2016-01-04 10:00:00,"10:00","N",1,4.95,5,4.2,20.5975
2016-01-04 11:00:00,"11:00","N",3.11,5.01,5.01,7.5,19.72
2016-01-04 12:00:00,"12:00","N",2.61,3.43,3.63,7.5,18.865
2016-01-04 13:00:00,"13:00","N",2.68,2.17,2.5,7.5,18.3425
2016-01-04 14:00:00,"14:00","N",3.46,1.5,1.75,7.5,17.64
2016-01-04 15:00:00,"15:00","N",3.11,1,2,0.97,17.075
2016-01-04 16:00:00,"16:00","N",1.92,0.68,2,0.97,16.775
2016-01-04 17:00:00,"17:00","N",0.61,1.26,2.2,0.97,16.875
2016-01-04 18:00:00,"18:00","N",3.11,6.85,6.85,1.9,18.0425
2016-01-04 19:00:00,"19:00","N",5,8.52,10.52,1.9,19.5825
2016-01-04 20:00:00,"20:00","N",1,3,5,0.97,18.785
2016-01-04 21:00:00,"21:00","N",1.04,3,5,0.97,17.8
2016-01-04 22:00:00,"22:00","N",3.06,3,4.7,0.97,17.415
2016-01-04 23:00:00,"23:00","N",3.5,2.61,3.11,0.85,16.41
2016-01-05 00:00:00,"24:00","N",3.5,1.85,2.13,0.85,15.1925
2016-01-05 01:00:00,"01:00","N",3.5,1,2,0.77,15.5275
2016-01-05 02:00:00,"02:00","N",2.61,1,2,0.77,15.8
2016-01-05 03:00:00,"03:00","N",1,0.01,2,0.85,15.8125
2016-01-05 04:00:00,"04:00","N",2.61,1,2,0.85,16.4425
2016-01-05 05:00:00,"05:00","N",3.5,2,2,0.85,17.185
2016-01-05 06:00:00,"06:00","N",4.56,4.31,4.31,0.85,18.9633333333333
2016-01-05 07:00:00,"07:00","N",3.5,31.96,31.96,7.5,21.6316666666667
2016-01-05 08:00:00,"08:00","N",2.61,11.16,12.74,7.5,20.5908333333333
2016-01-05 09:00:00,"09:00","N",2.56,4.75,5.98,4,19.9091666666667
2016-01-05 10:00:00,"10:00","N",2.3,5,5,4.25,20.075
2016-01-05 11:00:00,"11:00","N",3.46,4.35,4.35,5.12,19.8291666666667
2016-01-05 12:00:00,"12:00","N",3.29,3.11,3.43,5.25,19.3325
2016-01-05 13:00:00,"13:00","N",3.11,2.61,2.68,5,18.6666666666667
2016-01-05 14:00:00,"14:00","N",3.46,2.11,2.11,5.06,18.12
2016-01-05 15:00:00,"15:00","N",3.11,1.09,2,1,17.3
2016-01-05 16:00:00,"16:00","N",1,0.71,2,0.97,16.8925
2016-01-05 17:00:00,"17:00","N",0.61,1.56,2,0.97,17.555
2016-01-05 18:00:00,"18:00","N",3.5,5.73,5.73,2.5,19.6683333333333
2016-01-05 19:00:00,"19:00","N",5,5.12,5.64,1.76,20.39
2016-01-05 20:00:00,"20:00","N",1,3,4.76,0.97,19.8525
2016-01-05 21:00:00,"21:00","N",3.01,3,3.87,0.97,18.7025
2016-01-05 22:00:00,"22:00","N",3.5,2.52,2.68,0.85,18.22
2016-01-05 23:00:00,"23:00","N",4,2.5,4,0.85,17.8025
2016-01-06 00:00:00,"24:00","N",4,1.61,4,0.85,16.0958333333333
2016-01-06 01:00:00,"01:00","N",4,1.75,2,0.77,14.585
2016-01-06 02:00:00,"02:00","N",2.86,1,2,0.77,14.065
2016-01-06 03:00:00,"03:00","N",3.11,1,2,0.95,13.505
2016-01-06 04:00:00,"04:00","N",1.78,1.11,2,0.95,13.85
2016-01-06 05:00:00,"05:00","N",3.95,1.9,2.1,0.95,14.7025
2016-01-06 06:00:00,"06:00","N",4,4.39,4.3,0.95,16.645
2016-01-06 07:00:00,"07:00","N",8.57,30.45,31.16,5,19.2433333333333
2016-01-06 08:00:00,"08:00","N",3.11,6.42,9.18,5,19.83
2016-01-06 09:00:00,"09:00","N",1.29,4.07,5,3.32,19.2975
2016-01-06 10:00:00,"10:00","N",1.65,3.9,5,3.15,19.785
2016-01-06 11:00:00,"11:00","N",3.5,4.46,5.09,4.34,20.26
2016-01-06 12:00:00,"12:00","N",3.32,3.31,4.25,4.36,20.0025
2016-01-06 13:00:00,"13:00","N",3.46,2.27,3.5,4.28,18.98
2016-01-06 14:00:00,"14:00","N",3.5,2.47,5,4.33,19.1516666666667
2016-01-06 15:00:00,"15:00","N",3.11,2.08,5,1.18,18.9666666666667
2016-01-06 16:00:00,"16:00","N",1,1.61,3.5,0.95,18.9991666666667
2016-01-06 17:00:00,"17:00","N",1,2,3.71,0.95,19.8133333333333
2016-01-06 18:00:00,"18:00","N",3.5,9.97,12.42,2.2,105.276666666667
2016-01-06 19:00:00,"19:00","N",6.31,7.72,9.72,1.55,22.9908333333333
2016-01-06 20:00:00,"20:00","N",1,3,6,0.95,22.0991666666667
2016-01-06 21:00:00,"21:00","N",2.5,3,5.75,0.95,20.3008333333333
2016-01-06 22:00:00,"22:00","N",3.91,2.61,5,0.95,18.145
2016-01-06 23:00:00,"23:00","N",4,2.18,4.18,0.95,19.1058333333333
2016-01-07 00:00:00,"24:00","N",4,1.61,3.5,0.77,17.6575
2016-01-07 01:00:00,"01:00","N",4,1.75,2.01,0.85,17.39
2016-01-07 02:00:00,"02:00","N",3.11,1.61,2.01,0.85,16.8975
2016-01-07 03:00:00,"03:00","N",2.89,1.11,2.01,0.98,16.4125
2016-01-07 04:00:00,"04:00","N",2.59,1.61,2.01,1,14.9775
2016-01-07 05:00:00,"05:00","N",4,1.81,2.01,1,15.1225
2016-01-07 06:00:00,"06:00","N",9.03,5,6.78,1.01,17.1233333333333
2016-01-07 07:00:00,"07:00","N",4.9,21.01,25.01,4.38,20.6016666666667
2016-01-07 08:00:00,"08:00","N",3.01,6,10,4,19.325
2016-01-07 09:00:00,"09:00","N",3.11,3.41,8.49,2.01,18.0975
2016-01-07 10:00:00,"10:00","N",3.37,3.32,10,1.84,19.7275
2016-01-07 11:00:00,"11:00","N",3.6,4.73,8.75,6,18.71
2016-01-07 12:00:00,"12:00","N",3.89,2.61,4.46,4.25,16.395
2016-01-07 13:00:00,"13:00","N",3.5,2.25,5.21,5,15.165
2016-01-07 14:00:00,"14:00","N",3.5,2,4.25,5,14.8725
2016-01-07 15:00:00,"15:00","N",3.19,1.61,4.25,1.28,14.6008333333333
2016-01-07 16:00:00,"16:00","N",1.61,1.61,4.25,0.99,14.9483333333333
2016-01-07 17:00:00,"17:00","N",1,2,4.25,0.99,16.4625
2016-01-07 18:00:00,"18:00","N",3.5,16,20,2.01,18.7758333333333
2016-01-07 19:00:00,"19:00","N",3.5,6.32,10.94,1.45,21.6675
2016-01-07 20:00:00,"20:00","N",1.61,3,8.76,0.99,20.65
2016-01-07 21:00:00,"21:00","N",3.11,3,7.86,0.99,19.02
2016-01-07 22:00:00,"22:00","N",4,2.25,5.21,0.99,18.9333333333333
2016-01-07 23:00:00,"23:00","N",5,2.61,5,0.85,18.5466666666667
2016-01-08 00:00:00,"24:00","N",4,2,5,0.85,16.96
2016-01-08 01:00:00,"01:00","N",4,2.01,2.25,0.77,16.8375
2016-01-08 02:00:00,"02:00","N",3.11,1.75,2.25,0.77,16.89
2016-01-08 03:00:00,"03:00","N",2.77,1.61,2.25,1,16.985
2016-01-08 04:00:00,"04:00","N",2.89,1.75,2.25,0.99,17.06
2016-01-08 05:00:00,"05:00","N",4,2.05,2.25,0.99,17.64
2016-01-08 06:00:00,"06:00","N",9.11,7.75,10.75,0.99,57.7433333333333
2016-01-08 07:00:00,"07:00","N",4.06,25,43.17,3.82,191.071666666667
2016-01-08 08:00:00,"08:00","N",3.46,6.55,20,3.24,25.4908333333333
2016-01-08 09:00:00,"09:00","N",2.61,4.83,10,2.01,22.5525
2016-01-08 10:00:00,"10:00","N",3.46,4.72,8.61,2.01,24.8825
2016-01-08 11:00:00,"11:00","N",3.5,4.79,7.85,5.96,26.8875
2016-01-08 12:00:00,"12:00","N",3.5,2.85,7.25,4.5,21.7825
2016-01-08 13:00:00,"13:00","N",3.5,2.5,7.25,5,20.4275
2016-01-08 14:00:00,"14:00","N",3.46,2.5,4.75,4,18.57
2016-01-08 15:00:00,"15:00","N",3.46,2,5,1.26,17.5775
2016-01-08 16:00:00,"16:00","N",2.61,1,5,0.99,17.135
2016-01-08 17:00:00,"17:00","N",1,2,5,0.99,17.025
2016-01-08 18:00:00,"18:00","N",4.13,17.36,25,1.91,17.9125
2016-01-08 19:00:00,"19:00","N",3.5,6.16,12.5,1.42,19.02
2016-01-08 20:00:00,"20:00","N",1,3,7.44,1.27,18.5225
2016-01-08 21:00:00,"21:00","N",2.45,3,6.89,1.27,17.63
2016-01-08 22:00:00,"22:00","N",3.89,2.5,5.08,1.11,16.9625
2016-01-08 23:00:00,"23:00","N",4.36,3,5,0.97,18.31
2016-01-09 00:00:00,"24:00","N",4,2,4,0.81,16.8975
2016-01-09 01:00:00,"01:00","N",3.5,1.61,1.62,0.81,16.1833333333333
2016-01-09 02:00:00,"02:00","N",2.61,1,1.61,0.81,15.105
2016-01-09 03:00:00,"03:00","N",2.61,0.54,1.61,1,12.125
2016-01-09 04:00:00,"04:00","N",2.75,1,1.61,1,9.5525
2016-01-09 05:00:00,"05:00","N",4,1.61,1.61,1,6.50416666666667
2016-01-09 06:00:00,"06:00","N",8.19,2.61,2.61,1,12.4783333333333
2016-01-09 07:00:00,"07:00","N",7.31,11.56,11.56,3.07,14.8675
2016-01-09 08:00:00,"08:00","N",3.46,3.86,5.99,3,16.685
2016-01-09 09:00:00,"09:00","N",3.01,3.06,3.61,2.06,17.22
2016-01-09 10:00:00,"10:00","N",2.56,3.57,4.9,2.07,17.2033333333333
2016-01-09 11:00:00,"11:00","N",3.5,4.98,5.46,5.75,17.3408333333333
2016-01-09 12:00:00,"12:00","N",3.41,3.36,3.82,3.94,17.2575
2016-01-09 13:00:00,"13:00","N",3.5,2.01,2.28,4.25,16.9975
2016-01-09 14:00:00,"14:00","N",3.5,1.59,2.02,4.07,16.4708333333333
2016-01-09 15:00:00,"15:00","N",3.48,1,2.51,0.99,16.2858333333333
2016-01-09 16:00:00,"16:00","N",3.01,0.57,2.51,0.99,16.23
2016-01-09 17:00:00,"17:00","N",1,1.79,2.51,1.17,16.32
2016-01-09 18:00:00,"18:00","N",3.11,6.73,6.73,1.98,17.9233333333333
2016-01-09 19:00:00,"19:00","N",3.5,5.77,6.2,1.48,19.4625
2016-01-09 20:00:00,"20:00","N",1,3,5.61,1.43,19.345
2016-01-09 21:00:00,"21:00","N",3.01,3,4.35,1.45,19.0075
2016-01-09 22:00:00,"22:00","N",3.98,3,4,1.06,18.9041666666667
2016-01-09 23:00:00,"23:00","N",3.98,3,3.46,0.97,17.8991666666667
2016-01-10 00:00:00,"24:00","N",3.5,1.79,2.02,0.97,17.2683333333333
2016-01-10 01:00:00,"01:00","N",3.5,1.11,1.55,0.71,17.4975
2016-01-10 02:00:00,"02:00","N",2.6,0.07,1.25,0.71,17.365
2016-01-10 03:00:00,"03:00","N",1.6,0.47,1.25,0.99,17.395
2016-01-10 04:00:00,"04:00","N",1.96,0.75,1.25,0.99,17.545
2016-01-10 05:00:00,"05:00","N",4,2.07,2.07,0.99,17.7725
2016-01-10 06:00:00,"06:00","N",7.05,3.66,3.66,0.99,18.9
2016-01-10 07:00:00,"07:00","N",5.88,6.42,6.42,1.5,19.29
2016-01-10 08:00:00,"08:00","N",3.5,5.99,5.99,2.9,19.535
2016-01-10 09:00:00,"09:00","N",3.11,7.51,9.51,4.36,20.09
2016-01-10 10:00:00,"10:00","N",2.5,6.37,8.37,3.75,19.795
2016-01-10 11:00:00,"11:00","N",3.11,5.6,6.01,5,19.315
2016-01-10 12:00:00,"12:00","N",3.5,3.21,3.55,2.68,18.555
2016-01-10 13:00:00,"13:00","N",3.11,2.51,2.91,2.5,17.96
2016-01-10 14:00:00,"14:00","N",3.46,2.01,2.28,2.5,17.405
2016-01-10 15:00:00,"15:00","N",3.11,0.86,1.61,0.99,16.96
2016-01-10 16:00:00,"16:00","N",2.61,0.65,1.61,0.99,16.7575
2016-01-10 17:00:00,"17:00","N",1,1.18,1.9,0.99,16.965
2016-01-10 18:00:00,"18:00","N",3.5,6.29,6.29,3.35,18.105
2016-01-10 19:00:00,"19:00","N",4.64,5.06,5.49,1.7,19.3725
2016-01-10 20:00:00,"20:00","N",1.21,3,5,0.99,19.2825
2016-01-10 21:00:00,"21:00","N",3.08,3,4.94,0.99,18.9725
2016-01-10 22:00:00,"22:00","N",3.5,3,3.74,0.99,18.315
2016-01-10 23:00:00,"23:00","N",3.5,2.32,2.51,0.85,17.57
2016-01-11 00:00:00,"24:00","N",3.5,0.88,1.61,0.81,16.345
2016-01-11 01:00:00,"01:00","N",3.5,0.01,1.3,0.7,15.9
2016-01-11 02:00:00,"02:00","N",2.61,0.01,1.58,0.7,15.94
2016-01-11 03:00:00,"03:00","N",2.4,0.01,1.61,1,16.0225
2016-01-11 04:00:00,"04:00","N",2.12,0.46,1,1,16.2325
2016-01-11 05:00:00,"05:00","N",4,2.11,2.11,1,16.7025
2016-01-11 06:00:00,"06:00","N",4.83,4.4,4.4,1.37,17.885
2016-01-11 07:00:00,"07:00","N",4.19,37.17,37.17,5,22.0966666666667
2016-01-11 08:00:00,"08:00","N",3.35,20.96,21.08,3.5,22.235
2016-01-11 09:00:00,"09:00","N",3.04,4.53,5.4,3.53,19.535
2016-01-11 10:00:00,"10:00","N",3.01,3.51,4.72,2.5,19.7725
2016-01-11 11:00:00,"11:00","N",3.5,4.04,4.16,4.04,19.515
2016-01-11 12:00:00,"12:00","N",3.46,2.75,3.11,2.75,19.1875
2016-01-11 13:00:00,"13:00","N",3.01,2.26,2.62,3.25,18.6825
2016-01-11 14:00:00,"14:00","N",3.46,1.61,2.11,3.25,18.1925
2016-01-11 15:00:00,"15:00","N",3.01,1.04,2.02,1.14,17.6
2016-01-11 16:00:00,"16:00","N",1.81,1,2.02,1.28,17.2825
2016-01-11 17:00:00,"17:00","N",1,1,2,1.3,17.3925
2016-01-11 18:00:00,"18:00","N",3,5.8,5.8,2.6,18.5241666666667
2016-01-11 19:00:00,"19:00","N",4.05,6.67,7.58,1.58,20.135
2016-01-11 20:00:00,"20:00","N",1,2.96,5.14,0.99,19.9775
2016-01-11 21:00:00,"21:00","N",3.11,2.51,4.16,0.99,19.65
2016-01-11 22:00:00,"22:00","N",4,3,3.56,1.29,18.9825
2016-01-11 23:00:00,"23:00","N",4.29,2.01,2.51,0.97,17.8675
2016-01-12 00:00:00,"24:00","N",3.71,1.24,2.02,0.97,17.4575
2016-01-12 01:00:00,"01:00","N",4,1,1.61,0.7,17.12
2016-01-12 02:00:00,"02:00","N",3.24,0.01,1.61,0.7,17.3675
2016-01-12 03:00:00,"03:00","N",3.11,0.01,1.5,0.99,17.2625
2016-01-12 04:00:00,"04:00","N",3.04,0.01,1.5,0.99,17.195
2016-01-12 05:00:00,"05:00","N",3.84,1.61,1.61,0.99,17.9391666666667
2016-01-12 06:00:00,"06:00","N",6.09,3,3,1.3,20.1366666666667
2016-01-12 07:00:00,"07:00","N",5,20.39,20.39,3.79,31.9783333333333
2016-01-12 08:00:00,"08:00","N",3.5,7.5,7.5,2.4,24.3625
2016-01-12 09:00:00,"09:00","N",1.32,3.6,3.6,2.61,20.6291666666667
2016-01-12 10:00:00,"10:00","N",3.11,3.07,3.11,2.32,19.6625
2016-01-12 11:00:00,"11:00","N",3.5,3.26,3.65,4.62,19.3825
2016-01-12 12:00:00,"12:00","N",3.44,1.97,2.12,4.82,18.28
2016-01-12 13:00:00,"13:00","N",3.99,1.15,2.11,4.62,17.4525
2016-01-12 14:00:00,"14:00","N",5.04,1,2.11,4.5,17.135
2016-01-12 15:00:00,"15:00","N",3.11,1,2.12,1.33,16.985
2016-01-12 16:00:00,"16:00","N",1,0.16,2.11,0.99,16.925
2016-01-12 17:00:00,"17:00","N",1,1,2.11,0.99,16.97
2016-01-12 18:00:00,"18:00","N",3.11,7,7,2.16,17.86
2016-01-12 19:00:00,"19:00","N",3.7,4,4.57,1.48,19.6875
2016-01-12 20:00:00,"20:00","N",1,3,3.26,0.99,19.4641666666667
2016-01-12 21:00:00,"21:00","N",3.11,2.51,3.11,0.99,18.0308333333333
2016-01-12 22:00:00,"22:00","N",4,2.11,3,0.99,17.7175
2016-01-12 23:00:00,"23:00","N",4.06,1.25,4.68,0.97,17.01
2016-01-13 00:00:00,"24:00","N",4,0.01,3.98,0.97,15.75
2016-01-13 01:00:00,"01:00","N",4,0.46,2.93,0.7,13.7175
2016-01-13 02:00:00,"02:00","N",3.11,0.01,2.25,0.7,13.76
2016-01-13 03:00:00,"03:00","N",1,0.01,2,0.99,13.9016666666667
2016-01-13 04:00:00,"04:00","N",1,0.01,2,0.99,14.3075
2016-01-13 05:00:00,"05:00","N",4,1,3.21,0.99,15.8733333333333
2016-01-13 06:00:00,"06:00","N",6,5,5.26,1.36,19.7625
2016-01-13 07:00:00,"07:00","N",6,25.3,25.5,4.21,32.5183333333333
2016-01-13 08:00:00,"08:00","N",1.55,8.43,11.17,2.63,25.6575
2016-01-13 09:00:00,"09:00","N",1.25,4.06,5.3,2.61,20.875
2016-01-13 10:00:00,"10:00","N",2.09,4,4.7,2.5,18.43
2016-01-13 11:00:00,"11:00","N",3.5,4.08,4.38,4.82,19.505
2016-01-13 12:00:00,"12:00","N",3.52,3.51,3.91,6.75,18.4175
2016-01-13 13:00:00,"13:00","N",3.5,2.52,3.25,5.95,18.0925
2016-01-13 14:00:00,"14:00","N",3.5,2.43,6.96,6.75,18
2016-01-13 15:00:00,"15:00","N",2.72,1.48,4.9,1,17.7475
2016-01-13 16:00:00,"16:00","N",1,0.47,4,1,17.255
2016-01-13 17:00:00,"17:00","N",1,1,4,0.99,17.1
2016-01-13 18:00:00,"18:00","N",3.5,8.4,12.4,2.12,18.0525
2016-01-13 19:00:00,"19:00","N",3.5,5.44,8.51,1.42,19.1825
2016-01-13 20:00:00,"20:00","N",1,3.11,7.13,0.99,18.0025
2016-01-13 21:00:00,"21:00","N",2.72,2.96,6.1,0.99,16.955
2016-01-13 22:00:00,"22:00","N",3.79,1.9,5,0.99,15.9841666666667
2016-01-13 23:00:00,"23:00","N",5.68,2.51,5,0.97,15.265
2016-01-14 00:00:00,"24:00","N",4,0.31,5,0.97,7.55416666666667
2016-01-14 01:00:00,"01:00","N",4,4.01,9.25,0.95,2.78416666666667
2016-01-14 02:00:00,"02:00","N",2.5,3,9.25,0.95,1.38166666666667
2016-01-14 03:00:00,"03:00","N",2.23,3,4.25,0.99,9.04416666666667
2016-01-14 04:00:00,"04:00","N",1,3,4.25,0.99,7.53166666666667
2016-01-14 05:00:00,"05:00","N",4,5.55,5.75,0.99,13.0033333333333
2016-01-14 06:00:00,"06:00","N",11,15.5,15.5,1.31,16.6566666666667
2016-01-14 07:00:00,"07:00","N",11,26.25,30.25,4.36,20.2741666666667
2016-01-14 08:00:00,"08:00","N",3.5,6.72,13.94,3.25,20.3741666666667
2016-01-14 09:00:00,"09:00","N",1.66,3.84,7.43,2.84,17.99
2016-01-14 10:00:00,"10:00","N",1.75,3.25,6.78,1.31,17.6975
2016-01-14 11:00:00,"11:00","N",6.53,4.27,9.5,6.75,17.575
2016-01-14 12:00:00,"12:00","N",3.88,3.25,9.25,6.75,16.895
2016-01-14 13:00:00,"13:00","N",4.63,2.61,6,5,16.2125
2016-01-14 14:00:00,"14:00","N",9.11,2.75,6.13,5.92,15.815
2016-01-14 15:00:00,"15:00","N",3.5,2,6,1.25,15.7575
2016-01-14 16:00:00,"16:00","N",2.03,1,5,1.23,15.66
2016-01-14 17:00:00,"17:00","N",1,2,5,1,16.23
2016-01-14 18:00:00,"18:00","N",6.54,25,38.46,2.12,16.88
2016-01-14 19:00:00,"19:00","N",10.01,4.84,16.63,1.41,16.8208333333333
2016-01-14 20:00:00,"20:00","N",2.2,3.11,20,0.99,16.5558333333333
2016-01-14 21:00:00,"21:00","N",3.5,2.61,12.86,0.99,15.9625
2016-01-14 22:00:00,"22:00","N",4.31,2.75,10,0.99,14.6658333333333
2016-01-14 23:00:00,"23:00","N",9.24,3.11,7.5,0.97,7.70833333333333
2016-01-15 00:00:00,"24:00","N",6.97,2.75,25.1,0.97,-0.89
2016-01-15 01:00:00,"01:00","N",4,5,5.2,0.71,-1.04
2016-01-15 02:00:00,"02:00","N",1.88,3.01,4.51,0.71,-0.9575
2016-01-15 03:00:00,"03:00","N",1,3,4.25,0.99,5.575
2016-01-15 04:00:00,"04:00","N",1,3.25,4.25,1,13.7983333333333
2016-01-15 05:00:00,"05:00","N",4,8,7.13,1,13.8783333333333
2016-01-15 06:00:00,"06:00","N",11,10,10,0.99,16.5016666666667
2016-01-15 07:00:00,"07:00","N",5,25,25.2,4.9,17.1866666666667
2016-01-15 08:00:00,"08:00","N",1,6.45,8,3.45,17.5275
2016-01-15 09:00:00,"09:00","N",1,4.89,5.72,3,17.52
2016-01-15 10:00:00,"10:00","N",1,5,5.94,1.62,19.4725
2016-01-15 11:00:00,"11:00","N",3.5,7.28,7.28,6.68,20.0475
2016-01-15 12:00:00,"12:00","N",3.11,5.08,5.08,5.89,18.475
2016-01-15 13:00:00,"13:00","N",3.5,4.51,4.51,4.76,17.3225
2016-01-15 14:00:00,"14:00","N",3.5,4.32,4.32,4.82,17.0275
2016-01-15 15:00:00,"15:00","N",2.15,3,4.08,0.99,16.9325
